,Commit message,Class
2459,move sendpdulength receivepdulength maxopsinvoked maxopsperformed packpdv applicationentity connection replace connection dimsersptimeout cstorersptimeout cfindrsptimeout cechorsptimeout neventreportrsptimeout ngetrsptimeout nsetrsptimeout nactionrsptimeout ncreatersptimeout ndeletersptimeout rename association nevent neventreport,inline
2460,simplify replication fix issue testcase,inline
2461,refactored hookexecutor event base work via method reflection also factor prioritynode additionally user add cfg file plugin inside pligins folder currently use resolve priority hook execution order conflict require,inline
2462,remove guava library replace cache simple domain specific implementation,inline
2463,simplify matlab controller work local machine implementation work debug mode deploy problem seem package reason eclipse want ot build unpacked plugin jar file hashmaputils accessible move code matlabclient respective node improve sintleton implementation matlabcontroller matlabconnector,inline
2464,issue change configure mechanism configure longer actual configuration currently property influence user,inline
2465,refactored diagram setting dialog mode dialog single preference dialog allow custom color scheme define mean config file,inline
2466,jdbcfetch constructor cleanup fix need rh config,inline
2467,toby extract abstract cachingiterator predicatediterator filterediterator subsequenceiterator remove iterator helper class result,inline
2468,add log documentation string externalization code cleanup,inline
2469,hv introduce valueextractorhelper class,inline
2470,add maxvolatiletime para control data provider flush interval little refactors,inline
2471,fix bug http bug eclipse org bug show bug cgi id change id ee dec c c cbb f,inline
2472,fix concurrency issue minor performance improvement cleanup,inline
2473,exojcr refactoring jcr org service,inline
2474,prepare nodecontext nested list support test work yet current refactor dramatically simple support publish port nested list work forthcoming,inline
2475,small refactoring,inline
2476,roi add cansetposition setposition method add cansetbounds setbounds method add contains roi intersects roi method add roi darea roi darea icycanvas canvas implement new support roi overlay rework roi panel well support yet complete sequencedataiterator imagedataiterator implement new support roi booleanmaskd add contains booleanmaskd intersects booleanmaskd method roi implement plugin roi class move fill sequence operation use roi property get region fill rectangled fix union intersection operation infinite dimension add dimensiond class,inline
2477,start clean common module,inline
2478,revert merge remote track branch origin release navigatorx pre release dev revert commit b baba f c f c reversing change make b fd fd ad b db c c cd,inline
2479,discard redundant change,inline
2480,remove reference possible udfimpl,inline
2481,change,inline
2482,remove maketag functionality chckout,inline
2483,modify image drawer use imageobserver class swing use resize component,inline
2484,apply fix outline issue lot extension ant task variety code cleanup,inline
2485,dheeru refactored pull common transitional logic base transition class,inline
2486,remove instance variable reduce visibility,inline
2487,extracted couple small class booter clean minor style wise irritation leave large refactoring previous commit git svn id http svn apache org repos asf maven surefire trunk f bb ffa edef,inline
2488,refactored encryption handle added documentation switch option encrypt dedicate agent commad encrypt switch marker consistency jmx perl encryption marker simplify cypher sufficient need especially salt generation,inline
2489,fcrepo tidy fesl policy validation validation occur part standard object datastream validation fesl specific policy validation remove method invalid policy result method failing change make policy index,inline
2490,jgrp gossiprouter support access multiple gossiprouters tunnel progress cleanup random policy default,inline
2491,service api refactoring,inline
2492,refactored servlet standalone prepare eventual non servlet base ninja,inline
2493,general improvement drawdown calculation layout change performanceview easy overview add tooltips risk metric calculate display interval information issue,inline
2494,reduce number listfiles intend make listing faste,inline
2495,next round implementation also add number comment,inline
2496,test incorrectly setup,inline
2497,update notification preference ui construction b change getpersonmodelview oauth friendly clean,inline
2498,clean stgp initialisation class,inline
2499,rewrite queryresultparser fix issue,inline
2500,restructure way moo class interact felt tightly couple need split create update translator make happen,inline
2501,remove deprecate method,inline
2502,move component http core,pull up
2503,bunch method pull,pull up
2504,add two new test refactorings pull class level push method level,pull up
2505,make default warc size comply spec adjust default pool size few odd size w arc archivefileconstants javaremove superfluous constant writerpool javadefault max active writerpoolmember javaupdate constant use remove deprecate unused method writerpoolprocessor javapull storepaths subclass set default via subclass methodset defaultmaxsize via subclass method warcwriterprocessor java arcwriterprocessor java getdefaultmaxfilesize getdefaultstorepaths appropriate,pull up
2506,hv hv pull constraint origin adaption metadetabuilder order adapt method constraint,pull up
2507,pull test method common areamoving test method dynamicmongodaotest aregeneral daotestsuite,pull up
2508,balajin refactoring pull common method transition,pull up
2509,pull createsetwith method superclass,pull up
2510,pull generatesingularmethod implementation javacsingularizer,pull up
2511,pull method,pull up
2512,push array equality check subject main result assertthat array isequalto otherarray compare array content array identity even input statically know array failure message array look like standard failure message failure message type include index first mismatch also incidentally fixes tiny bug http github com google truth blob ca f b c e f ce b cd core src test java com google common truth objectarraysubjecttest java l new code subject copy primitivebytearraysubject base primitivedoublearraysubject doublearrayasstring primitivefloatarraysubject floatarrayasstring objectarraysubject stringableiterable stringify checkarrayequalsrecursive minor modification use double byte methodsbut change actualequals describedifference return string rather boolean use string display index array differ include format byte array add formatactualorexpected like actualcustomstringrepresentation apply expect value well actual add actualcustomstringrepresentationforpackagememberstocall realize float double subject iterablesubjectwithinheritedtostring call instead reimplementing fix https github com google truth issue fix https github com google truth pull relnotes make assertthat array isequalto otherarray compare array content array identity even input statically know array tweak format array failure message create moe http github com google moemoe migrate revid,pull up
2513,pulled common functionality gl text helper implementation,pull up
2514,pull makeremoterequest,pull up
2515,move language certificate year film contentpull language certificate year field film contentalong accessors mutators simple internal model primarily lovefilm csv ingest,pull up
2516,pull brandsummary field simple item descriptionsince series parent brand move field contains apiece content brand summary item description thesuperclass item playlist,pull up
2517,pull abstractrequestcontext,pull up
2518,pull thumbnail code core class,pull up
2519,pull calcrevisionsfrombuild poll abstractclearcasescm,pull up
2520,refactored pull error log class,pull up
2521,hv add javadoc align constructor signature pull type name field abstractconstraintmetadata,pull up
2522,hv pull gettypeargumentconstraints constrainedelement,pull up
2523,pull reusable code ascii operation impl,pull up
2524,pulled common code optimization test abstractoptimizationtest refactored fipplefactor naf optimization test use abstractoptimizationtest,pull up
2525,pull lucene specific code lucene parent class,pull up
2526,nxp cleanup pull isconnectserverreachable remove useless override,pull up
2527,pulled atom event framework need replace,pull up
2528,dheeru refactored pull common transitional logic base transition class,pull up
2529,dheeru pull common functionality open close container pre treatment treatment controller base class,pull up
2530,pull non webapp specific code webappcontext base class basesitemeshcontext preparation reuse offlinecontext rename webappcontext getrequestpath getpath less web appy,pull up
2531,raketask stoppedexception raketask run monitor raketask makejob pull runtask,pull up
2532,pull spunk restart base class clean restart usage,pull up
2533,fix equality configobject different typesby pull equal hashcode abstractconfigobject,pull up
2534,refactored optimized batch vertex cache implsthis commit pull common batch load vertex cache code intoabstractidvertexcache make string objectidvertexcache extendthat abstract base class longidvertexcache use colt primitivecollections internally amenable share code theother java collection base implementation commit also apply optimization froma cf f c eaf f ac e object andlongidvertexcache however test forstringidvertexcache,pull up
2535,pull line information nodeinfo,pull up
2536,pull exclude property nodeinfo,pull up
2537,finish support pull module,pull up
2538,refactor pull locale handling,pull up
2539,add parameter resume push pull specify document java client,pull up
2540,add embeddedresourcehandler allow static resource embed inside jar file common stuff pull abstractresourcehandler also delete dupe staticdirectoryhttphandler test main purpose patch embed useful thing like dnode straight webbit release jar least special packaging,pull up
2541,pull functionality forceelevationcalculator abstract superclass,pull up
2542,pull getgroundstate abstractnetworkwayseg w,pull up
2543,pull typetextinfile vimtestcase,pull up
2544,pull analyzemojo functionality abstractanalyzemojo allow different plexus annotation specify subclasseso change analyzemojo execute phase test compile standalone functionalityo add analyzeattachedmojo phase verify participate build lifecycleo improve javadocgit svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,pull up
2545,refactor pull abstract base class deploy mojosgit svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,pull up
2546,pull property base type,pull up
2547,shift method parent,pull up
2548,set refactoring move base data method base class,pull up
2549,resourceframe provide default code revertresource since generic safe every child use exact code cut duplicate code inheritor may override method custom behavior need need exist resource frame yet git svn id http lateralgm svn sourceforge net svnroot lateralgm lateralgm trunk f f bc e cd,pull up
2550,remove property duplicationmethodproperty fieldproperty common superclass duplicate code commit reduce duplication push common code superclass time add additional test functionality,pull up
2551,declaration type move,pull up
2552,fcrepo allow fesl relationship resolver use resource indexrefactor exist code prep implement ri base resolver movecommon code abstract base class remove unused method,pull up
2553,refactor scope updater share common put method executor,pull up
2554,move v associate method base class,pull up
2555,push getvisualmotionstate abstractvisualmodethis use abstract method different visual modescould pas right selection factory handledthrough fixselection method move implementation superclass mean visual mode usethe motion,pull up
2556,nxcm move method level upinitially think need release runin stag scenario realize notthe case close stag repo fine everythingelse,pull up
2557,clean profusion method orientdb implementation remove exists open create put functionality constructor try keep implementation specific blueprint possible allow user depend non interface base method transactionstestsuite still cause problem concurrent modification hashmap,pull up
2558,rhbz move method parent class,pull up
2559,added bugfix nsmutablearray limit test far someone please add javadocs remove list method erxmutabearray superclass,pull up
2560,include rental eomodel eogen configuration refactor eos rental model use superclass method possible add ercoreuserinterface implementation user entity use instead newly add appuser entity remove appuser entity movie model delete relate migration,pull up
2561,refactored tcpip include nio support code jgrp tcp nio longer extend class tcp connectiontablenio long extend connectiontable instead share common abstract class share method,pull up
2562,change brian remedios refactored useindexofchar extract common functionality abstractpoormethodcall git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2563,complete method type property descriptor refactored common class filter optional package prefix match test case update typemap catch error new test case update classutil new functionality new descriptor restore lose indentation format git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2564,refactor creation title summary report couple common method parent git svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,pull up
2565,shift method parent,pull up
2566,remove property duplicationmethodproperty fieldproperty common superclass duplicate code commit reduce duplication push common code superclass time add additional test functionality,pull up
2567,push getvisualmotionstate abstractvisualmodethis use abstract method different visual modescould pas right selection factory handledthrough fixselection method move implementation superclass mean visual mode usethe motion,pull up
2568,biserver refactored gwtmodelerworkspacehelper modelerworkspacehelper implement auto model method inherit basemodelerworkspacehelper,pull up
2569,fcrepo provide alternative dbxml tidy policy index config single index config impls push common xpath helper method abstract class tidy xpath generation resource dbxml specific syntax,pull up
2570,fcrepo allow fesl relationship resolver use resource indexrefactor exist code prep implement ri base resolver movecommon code abstract base class remove unused method,pull up
2571,refactor scope updater share common put method executor,pull up
2572,refactored tcpip include nio support code jgrp tcp nio longer extend class tcp connectiontablenio long extend connectiontable instead share common abstract class share method,pull up
2573,change brian remedios refactored useindexofchar extract common functionality abstractpoormethodcall git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2574,complete method type property descriptor refactored common class filter optional package prefix match test case update typemap catch error new test case update classutil new functionality new descriptor restore lose indentation format git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2575,refactor creation title summary report couple common method parent git svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,pull up
2576,combine processing primary sponsorsxml billstat ldspon file specify primary sponsor sobifiles also need specify primary sponsor new method beencreated abstractdataprocessor combine processingat one point reduce code duplication,pull up
2577,remove duplicate method implementation,pull up
2578,move relatedlinks content describedmoves relatedlinks field relate method hierarchy describe content person also haverelated link,pull up
2579,add getguilayout full method high infrastructure remove lot redundant code git svn id http www evllabs com svn jgaap trunk bcaee e b e c f fc,pull up
2580,add good support keypath visibility property convert detail eo id pk format instead pk delegate attempt load default rest delegate name restentitydelegate make registration easy put request handler session fix ajax jsonrequesthandler restrequesthandler add convenience registration method erxrestrequesthandler add misc javadoc ified move generic render method higher support generate alternative output format,pull up
2581,slowly beef method symbol tablegit svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2582,patch merges identical method jdbc jdbc connection implementation org postgresql jdbc connection intotheir superclass org postgresql connection also change close method connection pg stream thatpg stream longer responsible send termination packet x backend figure protocol level stuff like belong inconnection pg stream anders bengtsson,pull up
2583,attach patch remove redundant code jdbc driver merge identical code org postgresql jdbc statement intoorg postgresql statement move escapesql method connection statement placeit use minor cleanup new isolation level stuff minor cleanup version string handle anders bengtsson,pull up
2584,add license javadoc matrix factorization include wrapper around matlab octave implementation abstract common svd functionality base class unit test nmf svd reduction method make helper function public,pull up
2585,push getvisualmotionstate abstractvisualmodethis use abstract method different visual modescould pas right selection factory handledthrough fixselection method move implementation superclass mean visual mode usethe motion,pull up
2586,added bugfix nsmutablearray limit test far someone please add javadocs remove list method erxmutabearray superclass,pull up
2587,refactor creation title summary report couple common method parent git svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,pull up
2588,resolve applied fix datagram transport backported fix move common method baseiosession abstractiosession git svn id http svn apache org repos asf mina tru,pull up
2589,add miss javadoc move getprocessor method back super class add constructor initialize ioprocessor member minor refactoring git svn id http svn apache org repos asf mina trunk f bb ffa edef,pull up
2590,push little tesselating code common class,pull up
2591,significantly restructure shader package make easy understand extend,pull up
2592,move share transaction super class,pull up
2593,create abstract form item move common code change form item hierarchy inherit form dataclass,pull up
2594,refactored improved modularity extensibility general cleanup update unit test correspondingly,pull up
2595,move groovy stuff special class make reusable,pull up
2596,refactored common code,pull up
2597,move bunch setter getters base class git svn id http svn apache org repos asf maven surefire trunk f bb ffa edef,pull up
2598,refactored last test use common base class,pull up
2599,minor canidate controller refactoring add abstract superclass house common functionality fix previously nasty cut paste code,pull up
2600,profile refactored shared element abstractprofile warc refers date set long correctly format getwarcheaders,pull up
2601,moved common code cascade merge daos abstract class git svn id http source jasig org person directory trunk f dbab f eb b e eb,pull up
2602,move common code abstractdatacomposer,pull up
2603,rf sample refactor,pull up
2604,remove subclass vertxhandler keep class,pull up
2605,code cleanup vjsobject,pull up
2606,remove google inject preference javax inject,pull up
2607,refactor trace feature base class,pull up
2608,added navigation link resource call contain selector update test look navigation link refactored test springmvc resteasy demo use delegate parent package ensure consistency test,pull up
2609,mjavadoc refactor base class make jar aggregate git svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,pull up
2610,massive refactors list complete give idea many thing lombok eclipse move lombok core enable reuse lombok javac b lombok javac work similarly eclipse model first make big asts bidirectionally traversable walk annotation c instead get annotation instance get object flexible e g give class value enum string instead class object may fail class classpath lombok source internal sun class javac add contrib,pull up
2611,fix minor issue refactored configuration layout add new integration test upgrade thymeleaf,pull up
2612,remove check wo reflection pre wo apis,pull up
2613,refactored composite abstractcomposite composite dynamiccomposite disambiguate usage,pull up
2614,wagon add unit test wagon ssh embed ssh server refactor able share test scp external module git svn id http svn apache org repos asf maven wagon trunk f bb ffa edef,pull up
2615,reorganize support transport client,pull up
2616,remove property duplication methodproperty fieldproperty common superclass duplicate code commit reduce duplication push common code superclass time add additional test functionality,pull up
2617,consolidate senatesitedumpid class previously several type senatesitedumpid id ed several different type dump reflect implementation senatesitedumpid simplicity sake reduce one single type dump year session dump commit simplifies senatesitedumpid class use handle one case remove senatesitedumpsessionid add dumptime year field senatesitedumpid modify json parsing class read year field instead session reflect change dump code remove range abstract method primarily use get updates range get reference date time end date range update range long use reference date time determine dumptime field,pull up
2618,cleanup thread view update,pull up
2619,refactoring push property mgmt functionality new superclass share report renderers git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2620,refactored improved loading inventory item schemata see koraktor steam condenser,pull up
2621,cleanup,pull up
2622,backlog use isempty instead null several string property remove auto level create measure column correct summary message hierarchy empty,pull up
2623,new file file move location,pull up
2624,hopefully last big exception refactorings go place add context error object make sure never double specifing injection point key multiple time new error nice line parameter field link binding hopefully make easy follow stacktraces additional context bind origin module could add later desire currently module specific source creationexceptions plain old binding source elsewhere end result message look like com google inject provisionexception guice provision error error inject constructor java lang unsupportedoperationexception com google inject provisionexceptiontest reald provisionexceptiontest java bind com google inject provisionexceptiontest reald class provisionexceptiontest java bind com google inject provisionexceptiontest class provisionexceptiontest java error git svn id http google guice googlecode com svn trunk f b b b aecad e,pull up
2625,remove phase bindingprocessor refactor two different class two different bit abstract superclass manage share piece git svn id http google guice googlecode com svn trunk f b b b aecad e,pull up
2626,refactor extract write send method,pull up
2627,rhbz rhbz squash commit zanata init command http github com zanata zanata client pull commit ab cefde b cc ecd e b df author patrick huang date thu aug rhbz handle exist src dir commit dea e c bd c db e eea author patrick huang date thu aug rhbz check server compatible init command commit fe f e c c f f author patrick huang date tue aug message change commit b bd c fc b b c e author patrick huang date tue aug change message template match prompt commit dd bc c author patrick huang date tue aug fix exception type test commit cc b c e fc b c c ff e author patrick huang date tue jul change copyright year message commit ec adde e dbec aa f c author patrick huang date tue jul improve message commit f bd ab f e de fee cbd author patrick huang date tue jul remove unique project id prompt commit b cbddc dbc e f cbf f author patrick huang date tue jul rhbz handle server url user config commit cec f ff ba bb f e author patrick huang date tue jul refactoring commit c f f fa df author patrick huang date tue jul rhbz rename method static import commit f e f fb de dd bdc f ebc b c author patrick huang date tue jul rhbz refactoring commit e ad fa e b b b author patrick huang date mon jul rhbz extract method userconfighandler commit baa eab dc ebbf db author patrick huang date mon jul rhbz refactor project source trans prompt commit cdf efc baeac c author patrick huang date mon jul add copyright file commit ed ab bca baa da c bf author patrick huang date mon jul rhbz extract method projectconfighandler commit ddda afaee f e ea author patrick huang date mon jul rhbz extract method initcommand commit c dbf b ef ab b c c cc author patrick huang date mon jul remove updatechecker production code pending story rfe commit fa af e ad bd ccbf c b c f b author patrick huang date mon jul rhbz miss resource key log error commit e f f f f f ec author patrick huang date mon jul rhbz rename method optionmismatchchecker commit c ebebd bc deb b ee author patrick huang date mon jul rhbz rename class mode displaymode commit ac cb bff c c b f e c author patrick huang date mon jul rhbz rename class commit bb c bfc f da df bae cb author patrick huang date mon jul rhbz refactor initcommand extract method etc commit f f e e cb f e eb e ef author patrick huang date mon jul rhbz refactor class expect user input commit db f dcb e de b e ade author patrick huang date thu jul rhbz add color output change message commit f c f fc c b ee author patrick huang date wed jul rhbz able filter project long list commit fa fee e b acd aa f author patrick huang date fri jul rhbz check key availability resource bundle commit ffe b de author patrick huang date wed jul rhbz check new version client available commit fe e e cb fc e fa cf b c daf author patrick huang date thu jul rhbz externalize string property file commit e e b ebfebc e b eb author patrick huang date tue jul rhbz add init zanataclient commit c c b c b fa b c add dcc f author patrick huang date tue jul rhbz fix minor issue print next suggestion user commit e f f b f cba f f author patrick huang date tue jul rhbz refactor clean code commit f f c ced b author patrick huang date tue jul rhbz refactor extract project version prompt separate class commit caf c f b e ff bdf ce author patrick huang date tue jul rhbz refactor extract project config handle separate class commit f b f eb ed c f fede edc author patrick huang date mon jun rhbz refactor extract separate class commit f f dc e cca author patrick huang date mon jun rhbz refactor test mock server commit c b ec e fc bdc author patrick huang date fri jun rhbz add init mojo maven goal commit f cc b ef f ba c ded c c author patrick huang date fri jun rhbz prompt user trans dir commit c da c e author patrick huang date fri jun rhbz use index number select project version commit cb b dfc baf e b ae dc author patrick huang date fri jun rhbz src dir include excludes prompt commit f e cb e f ff ac c fd author patrick huang date fri jun rhbz refactor zanataproxyfactory allow eager rest version call commit ec dd f e ddbc f c author patrick huang date thu jun rhbz add include excludes zanata config commit c da cc ec c b author patrick huang date thu jun rhbz pull include excludes project configuration commit b bd b b b ca author patrick huang date thu jun rhbz rhbz add src dir trans dir zanata config commit e ef e b c f ac author patrick huang date thu jun check potential wrong src dir podir project commit e edeb f cff author patrick huang date mon jun rhbz create init command commit c ebac da fd fc f c bbecdc e author patrick huang date wed jun add friendly message inform user server,pull up
2628,move handle command hook top command hierarchy,pull up
2629,refactoring support new test case localdiscovery new test bundle,pull up
2630,add type conversion constant optimize referencecache remove null check containerimpl getinstance add container hasbindingfor provide comparable functionality make key public git svn id http google guice googlecode com svn trunk f b b b aecad e,pull up
2631,refactored parcel parceldto us autovalue central us parcel directly,pull up
2632,hv remove remain switch java version,pull up
2633,refactor add simplejavatypenode base class typenode interface extract accessnode interface add base class simplejavaaccessnode simplejavaaccesstypenode need later one expand scope type resolution note please change usages accessnode usage simplejavaaccessnode class hierarchy compatibility preserve post git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2634,pr midea create separate goal project module workspace remove unit test deprecate current form plugin create new improve set unit test anyway git svn id http svn apache org repos asf maven plugins trunk f bb ffa edef,pull up
2635,add branch coverage column include refactoring common coverage column code abstract class,pull up
2636,refactor marker resolution quick fix change id ibdcc cf cfbb fd c ba ce cfb c cb sign anton tanasenko,pull up
2637,add function execution element gfe data namespace plus cleanup,pull up
2638,feat implement coreinputlwjgl chore minor coreinput spi refactoring add coreinputlwjgl corekeyeventlwjgl coremouseeventlwjgl lwjglmouseeventdriver class implement lwjgl input backend remove several unnecessary method coreinputevent corekeyevent coremouseevent interface move enable disable default dispatcher method absractcoreinput add log coreinputjogl run auto format several incorrectly format source file,pull up
2639,add support infinispan remote listener add support ispn remote listener code refactoring cache listener add ispn hotrod service server config file,pull up
2640,dependencygraphs clean start remove remove project,pull up
2641,remove duplicate code handle ping simplify constructor,pull up
2642,output describe environment file json abstractneedsenvironment fix sort lookup logic move abstractbeanstalkmojo instead describeconfigurationsettings template work optionals createenvirionment drop cnameprefixtocreate hg branch cnameprefixforenvironment,pull up
2643,bugfix jenkins enhancement jenkins bugfix jenkins include new feature ignore parent stream tell project ignore change make basis stream actual stream build signficantly reduce time plugin take talk accurev server new feature get streams singly accurev client workaround really plugin use call server get stream include absolutely everything sun turn many megabyte data every poll every build server setting say get streams care stream parent stream etc albeit cost potentially make one call server enhancement log improved make debug accurev client failure little easy enhancement weakly cache xmlpullparserfactory refactor extract code run accurev client command class reduce duplicated code make parse command output consistent refactor split many accurevscm inner class file attempt make main class maintainable,pull up
2644,lot refactoring move unit test around add support object expansion additional code clean,pull up
2645,biserver intitial refactor editor class support block period,pull up
2646,separate quick fix workspace map cleanup sign igor fedorenko,pull up
2647,move changeactiontest dotest vimtestcase method convenient test well,pull up
2648,progress use massivecraftcore allman indentation style minor refactoring,pull up
2649,sc esilco refactors,pull up
2650,refactored pdproadmodel system,pull up
2651,clean meta processing sign gordon smith,pull up
2652,gui preserve last file filter use load image dialog fix multiple plugin launch ribbon plugin button roi fix point remove polygon select roi keep color border modify remove select color property add opacity property imagej wrapper trace roi imagej convert roi darea,pull up
2653,refactor bit help reduce redunancy,pull up
2654,tidy remove interface simulationinput,pull up
2655,change eventdrivers extend eventdrivers abstract eventdrivers place use underlie event parameter improve speed reliability also simplify logic eventdriver aware event,pull up
2656,make generic usage memorybackend related much saner mean remove much possible generic suck,pull up
2657,partially move icalendar separate package,pull up
2658,move video info mediaentity extendedmediaentity extend tweet entity medium entity dms,pull up
2659,xhr transport refactoring buffer alloc optimization,pull up
2660,move accessors tcp tcp nio basictcp,pull up
2661,class hierarchy clean,pull up
2662,fix file name jtl result file major internal refactoring writer structure add separate test,pull up
2663,eliminate dupe code minor code cleanup,pull up
2664,application entirely rework sequence image operation band new sequence resize feature new c z operation new color conversion feature general improvement well plugin error report well colormap preservation switch canvas well icy imagej roi conversion minor improvement modify roi dpoint intersects point contain consistent roi fix minor bug roi getbooleanmask method fix minor bug roi contain roi intersects method others bug fix developer loader add method hide progress bar add getmetadata file file method retrieve metadata image file add loadimage file file int z int method load single image multi image file add icybufferedimage copydata src int srcchannel int dstchannel copy data specify channel add exceltable component display excel type table add abstract method getviewcomponent icycanvas always retrieve display component canvas improvement sequencepreviewpanel sequencerangepreviewpanel component add icybufferedimageutil class general icybufferedimage tool add method sequenceutil class fix cursor preservation canvas add maininterface getsequences string name retrieve sequence name fix bug imagedataiterator add command line option remove splash screen lot refactoring source reorganisation check deprecation,pull up
2665,move version item content,pull up
2666,move canaccess check memberinfo,pull up
2667,refactor jwtprofile oidcprofile,pull up
2668,add move copy operation requirement mapping,pull up
2669,move except bsp setup clean abstract class graphjobrunnerbase git svn id http svn apache org repos asf hama trunk f bb ffa edef,pull up
2670,move muck terminalsupport,pull up
2671,sramp move ramp client ramp server ramp wagon integration test ramp test refactored test arquillian remove resteasy test tjws dependency,pull up
2672,artif extend redefine coremodel xsd add artificer comment element baseartifacttype split xjc generation script,pull up
2673,code refactoring spredirect sppost valve fix error page redirect,pull up
2674,boleto refactoring tirando interface data,pull up
2675,end reworking lot group structure formation party extend actorgroup inventory object instead hashmap formation party inventory inventory merge make thing easier add item battle battle party share inventory parent party longer must reference engine party instance work item longer statically load party file must first create party instance load file instance,pull up
2676,fix cleaned class,pull up
2677,rf add unique copyable enforcement clean fieldtype hierarchy,pull up
2678,move accessors tcp tcp nio basictcp,pull up
2679,refactor jogltargetfixedfunction common code abstractjogltarget,pull up
2680,abstract redesign joiner class code consolidated one place adaptive joiner miss though overall project code cleanup formatting,pull up
2681,fix hudson remove exist snapshot view often fail fixed hudson use cleartool setcs current instead cleartool update well handle job rename deletion behaviour regard custom workspace plugin resilient case exist view tag view path way instead fail remove view tag rename view path ucm view config spec consistently sync ed stream dev new unit test cover addition removal load rule exist view git svn id http svn dev java net svn hudson trunk hudson plugins clearcase c de ed b c,pull up
2682,splunkexport importtool inheirits splunktool remove duplication splunkexporttool splunkimporttool,pull up
2683,block option server block option endpoint bugfix empty option last message component code cleanup,pull up
2684,move part compoundprologterm implementation prologterm,pull up
2685,differenceengine test refactoring part,pull up
2686,remove obsolete invenio search handler,pull up
2687,refactoring icalendar property parameter class,pull up
2688,refactor batch test tool add simple constructor support model transformer,pull up
2689,refactor scp sftp wagon common base class git svn id http svn apache org repos asf maven wagon trunk f bb ffa edef,pull up
2690,test cleanup rearrange,pull up
2691,refactor main cpd class migration command line arg handle separate cpdconfiguration class similar pmd eventually formalize parameter way git svn id http pmd svn sourceforge net svnroot pmd trunk baf c fc e,pull up
2692,refactoring graphbase related class add meaningful error,pull up
2693,istvan refactoring suggestion do,pull up
2694,reorg refactoring hashcode equal method,pull up
2695,clean worker inherit common base,pull up
2696,sc qcadoo prioritization data access refactoring,pull up
2697,divide color class three class color interface rgbcolor class hsbcolor class remove colormode refactoring many source,pull up
2698,extract majority cache implementation timedcache class extend different store might good move store part use composition future,pull up
2699,refactoring task introduce single scheduling scheme hybrid periodic trigger scheduler executor redone,pull up
2700,cleaning,pull up
2701,remove pointless user interface fix logging message controllerimpl,pull up
2702,face develop alloy dialog alloy outputtooltip alloy popover component add abstract tags component ext xml avoid unnecessary copy paste move headertext autohide hidden attribute generate code specify true outputtooltip change cssclass attribute yuiname styleclass attribute overrode encodecssclass utilize encodenonescapedstring,pull up
2703,add errorreportframe easier generic report major change roi class warn roi class method well roi support well booleanmask integration roi many others change relate roi booleanmask general base kernel roi plugins point point point class improvement rectangle rectangle rectangle class improvement colormap tab color reflect channel colormap prelemenary bio format automatic error report add many color conversion method tool colorutil class add overlay isattached sequence method add bytearrayconvert read writexxx method handy serialization rewrite sequencechooser class cleaner update new method remove useless roi tooltips severals fix tweak refactoring,pull up
2704,hv add documentation move message group payload constraintdef base class git svn id http svn jboss org repos hibernate validator trunk b cb b ca fae ebed b,pull up
2705,df esilco fix problem override record give pallet number instead select one move storage location,pull up
2706,observer observable pattern ui view interface moveable moveablecontainer refactoring mega commit due problem remote branch,pull up
2707,refactoring,pull up
2708,add lookup table cache remove unecessary build file modify database include preference table test,pull up
2709,refactoring java code generation utils,pull up
2710,sgf add basic lookup factory bean refactored exist schema add namespace parser add integration test,pull up
2711,refactor code simplify resource handling,pull up
2712,initial commit inline content refactoring,pull up
2713,refactoring model good abstraction lot duplicat functionality opmobject opmprocess unite opmthing,pull up
2714,first iteration remove code duplication,pull up
2715,refactor math definereadonlyproperty math definenonenumerableproperty use json,pull up
2716,refactored test make readable,pull up
2717,nxp cleanup right public private social workspace cleanup unit test,pull up
2718,refactored filtercontrols move logic superclass,pull up
2719,factor common unit test code look like code might design generic never abstract know swing interface junit jrunnder sometimes cause problem since us class load since use ant problem git svn id http svn apache org repos asf jakarta common proper validator trunk f bb ffa edef,pull up
2720,update dialog edit account transaction change add dialog edit deposit removals interest tax tax refund fee dividend issue,pull up
2721,added histogramoperationstats refactored bar chart generation mean stddev retrieve histogramoperationsstats seem sometimes suffer hdrhistogram bug,pull up
2722,logtool initial work support new param annotation major refactoring,pull up
2723,create matrix x homography new extends matrix x,pull up
2724,face bridge remove id portletnamingcontaineruiviewroot list execute render id ajaxbehaviors backport compatibility layer minimize diffs across branch,pull up
